ProlificID,r1_pred,r1_pred_t_First Click,r1_pred_t_Last Click,r1_pred_t_Page Submit,r1_pred_t_Click Count,r2_pred,r2_pred_t_First Click,r2_pred_t_Last Click,r2_pred_t_Page Submit,r2_pred_t_Click Count,r3_pred,r3_pred_t_First Click,r3_pred_t_Last Click,r3_pred_t_Page Submit,r3_pred_t_Click Count,r4_pred,r4_pred_t_First Click,r4_pred_t_Last Click,r4_pred_t_Page Submit,r4_pred_t_Click Count,r5_pred,r5_pret_t_First Click,r5_pret_t_Last Click,r5_pret_t_Page Submit,r5_pret_t_Click Count,r6_pred,r6_pred_t_First Click,r6_pred_t_Last Click,r6_pred_t_Page Submit,r6_pred_t_Click Count,r7_pred,r7_pred_t_First Click,r7_pred_t_Last Click,r7_pred_t_Page Submit,r7_pred_t_Click Count,attention_check,r8_pred,r8_pred_t_First Click,r8_pred_t_Last Click,r8_pred_t_Page Submit,r8_pred_t_Click Count,r9_pred,r9_pred_t_First Click,r9_pred_t_Last Click,r9_pred_t_Page Submit,r9_pred_t_Click Count,r10_pred,r10_pred_t_First Click,r10_pred_t_Last Click,r10_pred_t_Page Submit,r10_pred_t_Click Count,r11_v1,r11_pred_t_First Click,r11_pred_t_Last Click,r11_pred_t_Page Submit,r11_pred_t_Click Count,r12_pred,r12_pred_t_First Click,r12_pred_t_Last Click,r12_pred_t_Page Submit,r12_pred_t_Click Count,r13_pred,r13_pred_t_First Click,r13_pred_t_Last Click,r13_pred_t_Page Submit,r13_pred_t_Click Count,r14_pred,r14_pred_t_First Click,r14_pred_t_Last Click,r14_pred_t_Page Submit,r14_pred_t_Click Count,r15_pred,r15_pred_t_First Click,r15_pred_t_Last Click,r15_pred_t_Page Submit,r15_pred_t_Click Count,r16_pred,r16_pred_t_First Click,r16_pred_t_Last Click,r16_pred_t_Page Submit,r16_pred_t_Click Count,final_categorical,final_categorical_t_First Click,final_categorical_t_Last Click,final_categorical_t_Page Submit,final_categorical_t_Click Count,rewards,round,version
676da97afe68d3f5a09fca43,1,9.994,9.994,11.359,1,1,7.247,7.247,9.164,1,2,1.933,1.933,3.332,1,1,0.76,0.76,1.935,1,1,0.719,0.719,1.7,1,1,0.797,2.188,3.066,2,2,1.266,1.266,2.456,1,11,1,4.975,4.975,6.26,1,2,0.87,1.909,3.731,2,1,2.97,2.97,4.296,1,2,0.672,0.672,1.951,1,1,1.689,1.689,2.952,1,2,0.725,0.725,1.779,1,1,0.942,0.942,1.922,1,2,0.866,0.866,1.919,1,2,0.684,0.684,2.034,1,2,8.401,8.401,9.408,1,0.25,17,2
66e41f96ac87a165b4ef5e19,1,30.957,30.957,32.1,1,2,17.805,17.805,19.993,1,2,3.04,3.04,4.05,1,1,7.757,7.757,8.997,1,2,5.4,5.4,6.191,1,2,1.896,1.896,3.036,1,2,5.6,6.819,10.177,2,11,1,5.14,5.14,6.799,1,2,1.75,1.75,4.145,1,2,9.561,9.561,10.292,1,2,1.447,1.447,4.003,1,2,2.105,2.105,2.817,1,1,15.785,15.785,17.399,1,2,2.202,7.8,8.179,2,1,93.268,93.268,94.142,1,1,6.161,14.902,15.58,2,2,8.878,25.181,26.617,3,0.3,17,1
67f2b914d702155cbc0a3a2c,1,4.475,4.475,5.758,1,2,1.555,1.555,2.777,1,2,0.695,0.695,1.791,1,2,1.084,1.084,2.081,1,2,0.8,0.8,1.601,1,2,0.919,1.49,2.458,2,1,1.046,1.046,2.208,1,11,2,0.947,0.947,1.831,1,1,0.95,0.95,1.774,1,1,1.085,1.085,1.956,1,1,1.206,1.206,2.084,1,2,0.81,0.81,1.664,1,2,0.802,0.802,1.743,1,2,0.746,0.746,1.648,1,2,0.816,0.816,1.596,1,2,0.924,0.924,1.777,1,2,3.422,3.422,4.759,1,0.45,17,3
676f8b5b07242dc7cacc43cc,1,12.591,53.259,54.127,5,1,1.532,1.532,3.746,1,1,0.777,0.777,1.609,1,1,0.54,0.54,1.362,1,1,10.645,10.645,11.599,1,1,1.485,1.485,2.232,1,1,1.717,2.409,3.426,2,11,1,0.967,0.967,1.768,1,1,1.025,1.025,1.925,1,1,1.096,1.096,1.859,1,1,0.503,0.97,1.825,2,1,0.99,0.99,1.778,1,1,0.621,0.621,1.219,1,2,0.765,0.765,1.495,1,1,0.465,0.465,1.522,1,1,0.786,0.786,1.483,1,1,4.584,4.584,5.459,1,0.25,17,3
5b523bdc608e18000184d8a6,1,4.428,4.668,5.441,2,1,0.74,0.74,1.399,1,2,2.034,2.034,3.11,1,1,27.353,27.353,27.942,1,2,1.538,1.538,2.231,1,2,0.429,0.429,1.073,1,2,0.569,1.186,1.373,2,11,1,1.741,1.741,2.466,1,2,1.077,1.077,1.77,1,1,0.866,0.866,1.927,1,2,0.782,0.782,1.586,1,2,0.921,0.921,1.67,1,2,0.85,0.85,1.647,1,1,0.724,0.724,1.424,1,1,0.501,1.342,1.818,2,2,0.886,0.886,1.555,1,2,2.51,2.51,3.219,1,0.25,17,2
6784ea5cf89f784e621ac9fa,2,2.246,2.246,3.402,1,1,2.236,4.11,5.066,3,2,3.28,3.28,4.173,1,1,2.561,3.007,4.053,2,2,3.739,3.739,4.616,1,1,4.863,4.863,6.069,1,1,2.837,2.837,4.401,1,11,2,2.414,2.414,3.394,1,1,2.089,2.089,2.907,1,1,1.415,1.415,3.059,1,2,2.882,2.882,4.021,1,1,1.363,1.363,2.209,1,2,1.59,1.59,2.271,1,2,1.309,1.309,2.09,1,1,1.446,1.446,4.382,1,1,2.467,2.467,4.008,1,2,3.531,3.531,4.324,1,0.55,17,1
607f7f18d84d010ea2cd8664,1,4.649,4.649,6.14,1,2,2.552,2.552,3.488,1,2,1.666,1.666,2.546,1,2,2.213,2.213,3.041,1,1,0.835,0.835,1.522,1,2,1.521,1.521,2.201,1,2,1.417,1.417,2.131,1,11,1,1.252,1.252,1.983,1,2,1.145,1.145,2.048,1,2,0.935,0.935,1.975,1,1,2.218,2.218,2.929,1,2,0.716,0.716,1.56,1,2,0.762,0.762,1.454,1,2,1.131,1.131,2.398,1,2,0.926,0.926,1.973,1,2,2.541,2.541,3.416,1,2,4.154,4.154,5.476,1,0.3,17,3
67db79c1394397a838ce8fdd,2,8.871,8.871,9.7,1,2,1.74,1.74,3,1,2,2.817,2.817,3.837,1,1,8.622,8.622,10.748,1,2,5.269,5.269,6.319,1,1,1.5,1.5,2.287,1,1,1.435,1.435,2.47,1,11,2,0.918,0.918,1.882,1,1,1.795,1.795,2.383,1,1,0.77,0.77,1.744,1,2,0.663,0.663,1.506,1,1,4.04,4.04,5.09,1,1,0.853,0.853,1.5,1,2,0.787,0.787,1.478,1,1,0.574,0.574,1.25,1,1,0.628,0.628,1.336,1,1,6.911,8.031,8.73,2,0.45,17,2
59ed2107ae9f950001d848f6,1,1.843,4.233,5.003,4,2,1.229,1.925,2.92,2,1,0.876,1.538,2.452,2,1,0.683,1.363,2.3,2,1,0.936,1.45,2.343,2,1,1.052,1.566,2.578,2,1,0.973,1.917,2.896,2,11,1,1.532,2.579,3.502,2,1,0.759,1.655,2.576,2,1,0.714,1.243,2.243,2,1,0.786,1.434,2.393,2,1,0.852,1.476,2.352,2,1,0.611,1.239,2.002,2,1,0.736,1.332,2.74,2,2,0.75,2.268,3.019,3,2,0.818,1.363,2.862,2,2,2.801,2.801,3.474,1,0.25,17,1
673beef8a9dcb6065372cbdb,2,3.929,3.929,5.036,1,2,2.472,2.472,3.894,1,2,1.091,1.091,3.099,1,1,1.354,1.354,3.381,1,2,1.072,1.072,2.148,1,1,1.015,1.015,1.92,1,1,0.946,0.946,2.441,1,11,2,1.356,1.356,2.729,1,1,1.214,1.214,2.544,1,2,0.989,0.989,2.379,1,1,1.156,1.156,2.561,1,2,0.813,0.813,2.266,1,2,0.884,0.884,2.041,1,1,0.538,0.538,1.513,1,1,0.932,1.937,2.887,2,2,1.367,1.367,2.34,1,1,2.706,5.491,6.507,2,0.35,17,2
675c89cc4e1a6bad637f454f,1,5.211,5.211,6.615,1,2,2.959,4.839,5.702,2,2,3.231,3.231,5.136,1,2,1.992,1.992,3.306,1,2,3.129,3.129,4.462,1,2,1.55,1.55,2.868,1,2,4.575,4.575,5.881,1,11,2,1.837,2.96,4.474,2,2,1.984,1.984,3.971,1,2,1.88,1.88,3.849,1,2,1.424,1.424,2.901,1,2,2.251,2.251,3.948,1,2,1.292,1.292,2.705,1,2,1.096,1.096,2.472,1,2,1.165,1.165,3.153,1,2,1.124,1.124,2.493,1,2,3.087,3.087,4.297,1,0.45,17,1
67805633d6e46840298d6f8c,1,1.54,1.54,5.389,1,2,0.865,1.4,2.574,2,2,0.823,0.823,1.757,1,1,0.906,0.906,1.631,1,2,0.852,0.852,1.737,1,1,0.703,0.703,1.468,1,1,1.634,1.634,2.448,1,11,1,3.133,3.133,4.043,1,2,0.566,0.566,5.836,1,2,1.141,1.141,2.097,1,1,0.655,0.655,1.285,1,2,0.698,0.698,1.959,1,2,0.872,0.872,1.568,1,1,1.029,1.029,1.976,1,2,0.92,0.92,1.573,1,1,1.014,1.014,1.826,1,2,2.705,2.705,3.492,1,0.5,17,3
55919ec6fdf99b4fccbdfec5,1,1.724,1.724,4.295,1,1,1.783,2.764,3.738,3,1,1.355,1.878,2.521,2,1,1.351,1.351,2.48,1,1,1.102,1.102,1.819,1,1,0.886,0.886,1.834,1,1,0.715,0.715,2.289,1,11,1,1.067,1.067,2.22,1,1,0.91,0.91,2.148,1,1,0.881,0.881,1.561,1,1,0.854,0.854,1.708,1,1,0.848,0.848,1.506,1,1,0.746,0.746,1.348,1,1,0.802,0.802,1.674,1,1,0.969,0.969,1.6,1,1,0.863,0.863,1.782,1,1,3.273,3.273,4.748,1,0.3,17,3
67ac5678d6ff3c43d30b333f,1,18.213,20.109,20.881,2,1,1.917,1.917,2.773,1,1,5.193,5.193,5.909,1,2,2.347,2.347,3.025,1,1,2.983,2.983,3.582,1,1,0.742,0.742,1.66,1,2,1.715,1.715,2.231,1,11,1,1.837,1.837,2.391,1,1,1.076,1.076,1.886,1,1,2.639,2.639,3.278,1,1,5.278,5.278,5.965,1,1,1.097,1.097,1.706,1,1,0.888,0.888,1.574,1,1,0.681,0.681,1.406,1,1,0.701,0.701,1.263,1,1,0.401,0.401,1.572,1,2,2.458,2.458,3.322,1,0.3,17,3
66ced304d3b65fa7be3f69d1,1,1.773,1.773,3.148,1,2,1.041,1.041,2.439,1,1,0.987,0.987,1.827,1,2,1.019,1.019,2.447,1,2,1.682,1.682,5.074,1,1,0.968,0.968,2.772,1,2,1.164,1.164,2.439,1,11,1,1.035,1.035,2.635,1,1,1.045,1.045,1.803,1,1,1.287,1.956,2.801,2,2,0.957,0.957,2.11,1,2,1.331,1.331,2.477,1,2,1.729,1.729,3.755,1,1,0.9,0.9,2.202,1,1,1.008,1.008,2.205,1,1,1.326,1.326,3.677,1,2,2.361,2.361,3.994,1,0.25,17,2
66587c4637981e408edaf59a,2,6.557,6.557,7.781,1,2,40.596,41.376,41.921,2,2,1.21,1.21,2.037,1,2,1.442,1.442,2.564,1,1,4.58,4.58,5.388,1,1,10.586,11.082,11.904,2,1,1.461,1.461,2.221,1,11,1,2.85,4.394,4.744,2,2,0.87,0.87,1.5,1,2,0.418,0.418,1.789,1,2,0.799,3.109,3.443,3,2,6.265,6.265,6.9,1,1,2.059,2.059,2.801,1,2,4.309,4.309,5.596,1,2,6.736,6.736,7.683,1,1,6.721,6.721,7.7,1,2,2.283,2.283,3.113,1,0.4,17,2
67effc951ce344a94949e0e7,1,8.751,8.751,9.602,1,1,2.085,2.085,3.189,1,2,5.828,5.828,6.703,1,2,1.101,1.101,2.338,1,2,6.342,6.342,8.221,1,2,2.239,2.239,3.289,1,1,5.872,5.872,6.76,1,11,1,2.461,2.461,3.411,1,2,9.742,9.742,10.815,1,2,1.069,1.069,2.34,1,2,1.314,1.314,2.19,1,1,10.95,10.95,12.272,1,2,1.075,1.075,2.259,1,1,1.319,1.319,3.661,1,2,1.193,1.193,2.273,1,1,1.332,1.332,2.384,1,2,5.655,5.655,6.539,1,0.35,17,1
66e5cf7a11cb28aa31d19da8,1,67.25,67.25,67.956,1,1,4.723,5.476,6.25,2,1,8.857,9.648,10.013,2,2,1.758,1.758,2.511,1,2,1.555,1.555,2.264,1,1,1.158,1.158,1.809,1,1,1.134,1.134,1.869,1,11,2,3.536,3.536,4.327,1,2,1.04,1.04,1.785,1,2,1.197,1.197,2.305,1,2,0.921,2.556,3.263,4,1,0.847,0.847,1.858,1,2,0.784,0.784,1.772,1,2,1.931,1.931,2.654,1,2,0.56,0.56,1.379,1,1,0.716,0.716,1.468,1,1,9.982,10.567,11.459,2,0.45,17,1
6670695ddda879e28629fbe0,2,5.021,5.021,6.475,1,1,2.812,2.812,5.12,1,2,2.959,2.959,4.302,1,1,3.006,3.006,5.304,1,2,6.144,6.144,8.456,1,1,2.258,2.258,6.691,1,2,1.592,1.592,3.446,1,11,2,2.822,2.822,4.422,1,2,1.181,1.181,2.789,1,2,2.23,2.23,3.728,1,2,1.073,1.073,2.053,1,1,2.023,2.023,3.424,1,2,1.075,2.325,3.039,2,2,1.349,1.349,2.506,1,2,1.429,1.429,2.738,1,2,2.072,2.68,4.052,2,2,6.391,7.761,9.425,2,0.5,17,1
5d193535601cd70017727028,2,5.232,5.232,6.301,1,2,1.839,1.839,3.01,1,2,1.608,1.608,2.845,1,1,2.762,2.762,3.943,1,2,3.851,3.851,4.551,1,2,3.318,3.318,4.131,1,1,1.275,1.275,2.119,1,11,2,1.808,1.808,2.731,1,1,1.368,1.368,2.243,1,2,1.678,1.678,2.482,1,1,1.854,1.854,2.873,1,2,1.841,1.841,2.62,1,2,1.982,1.982,2.77,1,1,2.48,2.48,3.412,1,1,1.022,1.022,1.833,1,2,2.489,2.489,3.381,1,2,5.878,5.878,6.825,1,0.4,17,3
607a7b7d300ce256f51706bd,2,6.98,7.2,8.579,2,1,1.732,2.7,3.896,4,1,2.553,2.785,3.9,2,1,1.543,1.749,2.383,2,2,0.684,1.597,2.201,4,1,1.126,2.013,2.655,3,1,0.824,1.022,1.859,2,11,1,0.905,1.998,2.672,4,1,1.653,2.673,3.497,4,1,1.503,3.04,3.516,6,1,0.772,0.956,1.558,2,2,1.768,1.984,2.673,2,2,0.742,0.942,1.693,2,2,1.052,1.239,1.8,2,2,0.637,0.838,1.388,2,2,1.477,1.69,2.322,2,2,5.945,6.15,9.685,2,0.45,17,2
5588b04ffdf99b7a91e75ddb,1,4.319,4.319,6.018,1,2,2.867,2.867,3.982,1,1,1.821,1.821,2.679,1,2,2.38,2.38,3.367,1,2,3.188,3.188,4.807,1,1,2.577,2.577,3.748,1,1,1.194,1.194,1.941,1,11,2,0.976,0.976,1.962,1,1,1.214,1.214,2.024,1,1,1.245,2.221,3.487,2,2,0.832,0.832,1.722,1,2,0.842,0.842,1.7,1,1,1.145,1.145,2.036,1,1,1.2,1.2,2.706,1,1,0.971,0.971,1.855,1,2,0.861,0.861,1.432,1,2,2.123,5.099,10.286,2,0.55,17,3
6642d3845433237325693de1,1,6.946,6.946,7.566,1,1,3.593,3.593,5.122,1,1,1.169,1.169,1.964,1,1,0.63,0.63,1.493,1,1,0.788,3.366,4.06,2,1,0.953,1.762,2.28,2,2,0.617,0.617,1.139,1,11,2,1.654,1.654,2.255,1,1,0.661,0.661,1.216,1,2,0.961,0.961,2.108,1,2,1.163,1.163,2.159,1,2,1.233,3.22,3.672,2,2,0.952,0.952,1.522,1,2,1.072,1.072,1.627,1,1,3.381,3.381,4.171,1,2,0.522,0.966,1.364,2,2,3.16,3.16,4.136,1,0.4,17,2
609e28fc803b1238af34d1c4,2,4.511,4.511,5.976,1,2,1.21,1.21,2.513,1,2,1.268,1.928,3.26,2,1,1.641,1.641,2.903,1,2,1.344,1.344,2.658,1,2,1.724,1.724,3.086,1,1,1.2,3.204,3.855,3,11,1,1.156,1.156,2.9,1,2,1.511,1.511,2.613,1,2,1.524,1.524,2.742,1,1,1.577,1.577,2.884,1,2,1.123,1.123,2.402,1,1,1.122,1.122,2.344,1,2,1.406,1.406,2.606,1,2,1.173,1.173,2.414,1,2,1.486,1.486,2.776,1,2,4.046,4.046,5.306,1,0.25,17,1
633e64bfaab0e4bed6e5307d,1,3.924,3.924,5.727,1,1,2.029,2.029,4.886,1,1,1.708,1.708,3.188,1,1,2.102,2.102,3.647,1,1,3.189,3.189,5.172,1,1,1.196,1.196,2.675,1,1,1.833,1.833,3.248,1,11,1,9.185,9.185,10.686,1,1,1.411,1.411,2.893,1,1,1.59,1.59,4.84,1,1,12.103,12.103,14.997,1,1,1.548,1.548,3.494,1,1,1.303,1.303,2.915,1,1,1.752,1.752,3.223,1,1,1.226,1.226,2.791,1,1,0.915,0.915,3.238,1,2,55.405,55.405,57.682,1,0.3,17,1
5ec359a0e7928519b8cf64af,2,4.707,4.707,5.332,1,2,1.003,1.003,1.825,1,2,1.957,1.957,2.631,1,2,0.956,0.956,1.561,1,2,0.863,0.863,1.492,1,2,1.023,1.023,1.544,1,2,0.523,0.523,1.077,1,11,1,1.151,1.151,2.013,1,2,1.155,1.155,1.75,1,2,0.722,0.722,1.16,1,2,0.653,0.653,1.103,1,2,0.627,0.627,1.082,1,2,0.855,0.855,1.443,1,2,0.762,0.762,1.448,1,2,0.85,0.85,1.318,1,2,0.961,0.961,1.429,1,2,2.072,2.072,2.655,1,0.45,17,3
634656bd2603b4db42ae94e1,1,4.537,4.537,8.51,1,1,1.325,1.325,3.109,1,2,1.273,1.273,2.241,1,2,1.165,1.165,2.985,1,2,1.082,1.082,2.227,1,2,1.287,1.287,2.201,1,2,1.048,1.048,2.099,1,11,2,1.226,1.226,2.223,1,2,0.992,0.992,2.087,1,2,1.293,1.293,2.63,1,2,1.164,1.164,2.06,1,2,1.015,1.015,1.826,1,2,0.953,0.953,2.399,1,2,1.12,1.12,2.1,1,2,1.192,1.192,2.282,1,2,1.142,1.142,2.503,1,2,3.478,3.478,6.095,1,0.5,17,2
62fd0bc538d70b87550691f7,1,5.471,7.019,8.959,2,2,2.132,3.642,6.843,2,1,3.703,3.703,4.991,1,1,1.26,1.26,2.569,1,2,2.278,2.278,3.757,1,1,1.794,1.794,3.169,1,2,0.978,0.978,1.994,1,11,1,4.196,4.196,5.569,1,2,3.146,3.146,4.809,1,1,1.188,1.188,2.395,1,1,0.947,1.576,3.144,2,2,1.692,1.692,5.944,1,1,2.264,2.264,3.205,1,2,2.453,2.453,3.704,1,1,1.264,1.264,2.386,1,1,1.62,1.62,3.094,1,2,4.469,4.469,6.258,1,0.2,17,2
56c8915edfea6c000cb29c98,1,5.354,5.354,7.435,1,1,3.136,3.136,4.679,1,2,1.832,1.832,3.035,1,1,4.181,4.181,5.649,1,1,3.354,3.354,4.772,1,2,1.183,1.183,3.178,1,1,2.282,3.806,5.174,3,11,1,1.922,1.922,3.018,1,1,1.318,1.318,2.275,1,1,1.183,1.183,2.017,1,1,1.481,2.819,3.974,3,1,1.075,1.075,2.28,1,1,1.681,1.681,2.825,1,2,2.691,2.691,3.746,1,2,0.941,0.941,2.097,1,2,3.75,3.75,4.856,1,2,5.269,5.269,8.588,1,0.15,17,3
65084abb86b73d1ec775dc98,2,3.351,3.351,4.277,1,2,1.552,1.552,2.555,1,1,1.513,1.513,2.2,1,2,1.108,1.108,1.814,1,1,1.249,1.249,2.097,1,1,1.735,1.735,2.443,1,2,2.087,2.087,2.64,1,11,2,2.298,2.298,3.146,1,2,2.25,2.25,3.05,1,1,1.681,1.681,2.404,1,2,2.082,2.082,2.769,1,1,1.881,1.881,2.619,1,1,2.862,2.862,3.697,1,2,1.303,1.303,5.47,1,1,1.004,1.004,1.708,1,1,1.269,1.269,1.906,1,2,3.314,3.314,4.048,1,0.5,17,3
67f192e08cf17c568074969d,2,4.011,27.34,28.143,4,2,3.797,14.108,15.482,2,2,4.043,4.043,5.05,1,2,6.387,6.387,7.347,1,1,2.392,2.392,4.089,1,1,2.574,2.574,3.828,1,1,2.171,2.171,3.289,1,11,2,2.583,2.583,3.791,1,2,2.42,2.42,3.538,1,2,1.919,1.919,2.843,1,2,2.03,2.03,3.24,1,1,5.24,5.24,6.313,1,1,1.234,1.234,2.262,1,1,1.764,1.764,2.678,1,2,1.051,1.051,2.095,1,2,1.88,1.88,3.097,1,2,9.808,9.808,16.67,1,0.4,17,1
6695227ee33b1435180a693c,2,2.219,2.219,3.253,1,2,1.146,1.146,2.079,1,2,1.18,1.18,2.298,1,2,0.881,0.881,1.603,1,1,1.675,1.675,2.46,1,2,2.015,2.015,2.987,1,2,1.07,1.07,1.977,1,11,2,4.798,4.798,5.742,1,2,2.468,2.468,3.315,1,2,1.231,1.231,1.988,1,2,1.251,1.859,3.005,2,2,0.67,0.67,1.805,1,2,1.79,1.79,2.878,1,2,3.534,3.534,4.211,1,2,3.96,3.96,5.017,1,2,0.917,0.917,1.751,1,2,3.436,3.436,5.179,1,0.45,17,2
667af145fa8225b6be0e79b8,1,4.381,4.381,8.264,1,1,9.333,9.333,10.534,1,2,2.869,2.869,7.916,1,2,3.045,3.045,4.7,1,1,6.364,6.364,7.718,1,2,2.055,2.055,3.207,1,2,2.198,2.198,3.667,1,11,2,8.537,8.537,9.875,1,2,1.629,1.629,3.084,1,2,1.655,1.655,2.825,1,2,2.452,2.452,4.165,1,2,1.597,1.597,2.889,1,2,1.491,1.491,2.728,1,2,1.304,1.304,2.709,1,2,1.505,1.505,2.81,1,2,1.431,1.431,2.858,1,2,3.494,3.494,5.012,1,0.35,17,3
6650dad8cec5c25f4271d4ec,1,4.381,4.381,5.161,1,1,1.717,1.717,3.502,1,2,3.799,3.799,4.728,1,2,1.182,1.182,1.916,1,1,1.341,1.341,2.142,1,1,2.002,2.002,3.183,1,1,2.52,2.52,3.065,1,11,2,1.767,1.767,2.449,1,1,1.216,1.216,2.001,1,2,0.905,0.905,1.617,1,1,1.099,1.099,1.671,1,1,0.859,0.859,1.521,1,2,0.828,0.828,1.62,1,1,1.948,1.948,4.099,1,2,8.758,9.681,10.439,3,2,0.889,2.218,2.754,2,2,3.814,3.814,4.403,1,0.45,17,2
67a4fd5439e7b8f92c7b6ec7,1,10.944,10.944,12.471,1,2,5.859,8.175,9.339,2,1,2.268,2.268,6.014,1,1,3.678,3.678,5.95,1,2,2.543,2.543,3.981,1,1,2.347,2.347,3.815,1,2,3.038,3.038,4.495,1,11,2,2.06,2.06,3.735,1,2,2.348,2.348,3.549,1,1,2.441,2.441,3.602,1,1,2.087,3.363,4.22,2,2,1.406,1.406,2.824,1,2,27.069,27.069,28.152,1,2,1.4,1.4,3.068,1,2,2.169,2.169,3.448,1,2,1.852,1.852,3.279,1,2,5.54,5.54,6.848,1,0.4,17,1
67ef2f55ca232fac2ad48365,1,7.091,7.091,8.039,1,1,3.866,4.53,4.966,2,2,0.849,0.849,1.764,1,2,1.258,1.258,2.18,1,1,1.867,1.867,2.646,1,2,1.945,1.945,2.828,1,1,2.701,5.127,8.625,3,11,1,3.072,3.072,3.836,1,2,1.371,1.371,2.328,1,2,0.826,0.826,1.933,1,2,0.789,0.789,2.04,1,2,0.715,0.715,1.582,1,2,1.159,1.527,2.619,2,2,1.056,1.056,1.9,1,2,1.068,1.068,1.871,1,2,1.368,1.368,2.236,1,2,3.672,3.672,4.85,1,0.35,17,3
678d789825b7bb6a61559cd4,2,5.619,5.619,7.198,1,1,7.209,7.209,8.604,1,2,1.592,1.592,3.302,1,1,1.397,1.397,2.694,1,1,1.486,1.486,2.649,1,1,1.127,1.127,2.272,1,2,0.992,0.992,2.05,1,11,1,2.417,2.417,3.961,1,1,1.08,2.01,3.124,2,2,2.199,2.199,3.42,1,1,2.097,2.097,3.196,1,1,2.648,2.648,4.179,1,2,3.724,3.724,4.882,1,1,1.435,1.435,2.74,1,2,1.64,1.64,2.74,1,1,2.369,2.369,4.131,1,1,6.831,6.831,8.031,1,0.3,17,2
676213c42b2ea1a4506bdf1c,1,4.813,4.813,5.848,1,1,1.195,1.195,2.339,1,1,1.703,1.703,1.979,1,2,0.834,0.834,1.132,1,2,0.969,0.969,2.956,1,1,1.133,1.133,1.755,1,2,1.434,1.434,1.8,1,11,1,1.673,1.673,2.083,1,1,1.139,1.139,1.501,1,2,2.407,2.407,3.172,1,1,0.89,0.89,1.446,1,1,1.226,1.226,1.709,1,1,1.33,1.33,2.186,1,2,1.591,1.591,2.237,1,1,1.917,1.917,2.411,1,2,0.96,0.96,1.248,1,2,3.988,3.988,5.188,1,0.3,17,1
62e048dfdad3b6080f9a0b0c,1,2.886,2.886,3.868,1,2,2.077,2.806,3.24,2,1,1.021,1.021,1.911,1,1,1.123,1.123,2.029,1,1,0.7,0.7,2.187,1,2,0.938,0.938,1.668,1,2,0.678,1.03,1.609,2,11,1,2.254,2.254,2.985,1,2,0.942,0.942,1.553,1,2,0.572,0.572,1.254,1,1,0.637,1.276,1.935,2,1,0.794,0.794,1.395,1,2,1.26,1.26,1.935,1,2,2.287,2.911,3.241,2,1,0.602,0.602,1.355,1,2,0.764,0.764,1.718,1,2,4.08,4.08,4.85,1,0.2,17,1
5ffff3ac6fc9001772ea3312,1,4.528,4.528,5.383,1,1,1.529,1.529,2.219,1,2,0.744,0.744,2.689,1,2,0.618,0.618,1.354,1,2,0.906,0.906,1.799,1,2,1.147,1.147,1.916,1,2,0.813,0.813,1.469,1,11,1,1.512,1.512,2.14,1,1,2.14,2.14,2.899,1,2,0.948,0.948,1.922,1,1,1.989,2.839,3.466,2,1,1.003,1.003,1.66,1,2,1.291,1.291,3.367,1,2,0.945,0.945,1.464,1,2,0.816,0.816,1.464,1,2,0.965,0.965,1.639,1,2,2.35,2.35,3.216,1,0.2,17,3
647660ef7bc13de7eaf0c76e,2,9.253,9.253,10.299,1,2,1.339,1.339,2.488,1,2,1.307,1.307,2.301,1,2,0.732,1.66,2.501,2,2,1.1,1.1,2.186,1,2,0.939,0.939,2.077,1,1,0.959,0.959,1.95,1,11,2,1.163,1.163,2.312,1,2,6.609,6.609,7.644,1,2,0.747,1.333,2.363,2,2,0.557,1.256,2.196,2,2,1.373,1.94,2.869,2,2,0.794,0.794,1.96,1,2,0.928,0.928,1.93,1,2,0.988,0.988,2.069,1,2,1.023,1.023,2.167,1,2,5.693,6.562,8.087,2,0.55,17,2
673c21dee6f1a6d3e7f6caa6,1,12.445,12.445,17.348,1,1,5.319,7.336,8.264,2,1,3.304,3.304,4.343,1,2,1.582,1.582,2.508,1,2,1.277,1.277,2.908,1,1,1.717,1.717,2.72,1,2,3.101,3.101,3.991,1,11,1,1.435,1.435,2.273,1,2,2.943,2.943,4.058,1,2,12.958,12.958,13.914,1,2,1.433,1.995,2.951,2,1,2.159,2.159,3.192,1,1,0.731,0.731,1.492,1,2,0.909,0.909,1.813,1,1,1.234,1.804,2.58,2,2,1.474,1.474,2.754,1,2,5.171,5.171,6.196,1,0.3,17,3
6722eb89cba8e9d0a66c5512,2,4.21,5.165,8.83,2,2,0.916,1.916,2.315,2,1,0.79,1.478,1.978,2,1,2.231,2.231,2.8,1,2,0.764,0.764,1.331,1,2,0.874,0.874,1.394,1,1,0.848,0.848,1.361,1,10,2,2.138,2.138,2.722,1,1,1.124,1.124,1.688,1,2,1.635,1.635,2.199,1,1,1.676,1.676,2.177,1,2,1.44,1.44,1.863,1,2,0.608,0.608,0.95,1,1,1.167,2.874,3.328,3,1,0.599,0.599,0.901,1,1,0.81,0.81,1.3,1,2,7.853,7.853,8.928,1,0.4,17,2
